"Nom","Identifiant","Type","Sous-type","Sous-type","Commune","Code postal","Code INSEE","Département","Région","Latitude","Longitude","Site internet","Créateur","Mise à jour","Mise à jour DATAtourisme"
"Kléber Eiffel Champs-Élysées","67f8fcce-b7ac-795c-4ab0-501ba0c9c7f8","Lieu","Hébergement","Hôtellerie","Paris","75016","75056","Paris","Île-de-France","48.868755","2.292119","http://www.kleberhotel.com/","Paris je t'aime - Office de Tourisme","2026-03-20T00:00:00.000Z","2026-03-20T15:49:18.175Z"
"Plaza Athénée Paris","7fdf915f-8043-a34d-017e-501b9f521341","Lieu","Hébergement","Hôtellerie","Paris","75008","75056","Paris","Île-de-France","48.866234","2.3043737","https://www.dorchestercollection.com/paris/hotel-plaza-athenee","Paris je t'aime - Office de Tourisme","2026-03-20T00:00:00.000Z","2026-03-20T15:49:18.171Z"
"Adagio Paris Centre Tour Eiffel","4b410828-7989-68b4-b187-501ba05c4678","Lieu","Hébergement","Hébergement collectif","Paris","75015","75056","Paris","Île-de-France","48.849762","2.2853231","http://www.adagio-city.com/","Paris je t'aime - Office de Tourisme","2026-03-20T00:00:00.000Z","2026-03-20T15:49:18.174Z"
"Hôtel Stendhal Place Vendôme MGallery Hôtel Collection","507ed9ac-56ea-d0f0-d3cc-501b9fc317db","Lieu","Hébergement","Hôtellerie","Paris","75002","75056","Paris","Île-de-France","48.86813","2.331367","https://all.accor.com/hotel/1610/index.fr.shtml?dateIn=2022-06-27&nights=1&compositions=1&stayplus=false&snu=false#origin=sofitel","Paris je t'aime - Office de Tourisme","2026-03-20T00:00:00.000Z","2026-03-20T15:49:18.171Z"
"Hôtel Mansart","ee87b10e-ce8d-5d08-3b96-501b9fab2c4c","Lieu","Hébergement","Hôtellerie","Paris","75001","75056","Paris","Île-de-France","48.868534","2.3298273","https://www.esprit-de-france.com/fr/hotels/hotel-mansart","Paris je t'aime - Office de Tourisme","2026-03-20T00:00:00.000Z","2026-03-20T15:49:18.177Z"
"Hôtel Elysées Flaubert","8c2ffa0a-a4b9-3ebe-b0c0-501b9fec2cf6","Lieu","Hébergement","Hôtellerie","Paris","75017","75056","Paris","Île-de-France","48.8815","2.2981973","http://www.parishotelflaubert.com/","Paris je t'aime - Office de Tourisme","2026-03-20T00:00:00.000Z","2026-03-20T15:49:18.172Z"
"Lumen Paris Louvre","89cc6dc2-d8b8-fd40-2871-501ba0b15d9d","Lieu","Hébergement","Hôtellerie","Paris","75001","75056","Paris","Île-de-France","48.865253","2.3329654","http://hotel-lumenparis.com/","Paris je t'aime - Office de Tourisme","2026-03-20T00:00:00.000Z","2026-03-20T15:49:18.173Z"
"Hôtel Raspail Montparnasse","dccac164-927b-676f-74ef-501ba04e2534","Lieu","Hébergement","Hôtellerie","Paris","75014","75056","Paris","Île-de-France","48.841618","2.330134","http://www.hotelraspailmontparnasse.com/","Paris je t'aime - Office de Tourisme","2026-03-20T00:00:00.000Z","2026-03-20T15:49:18.177Z"
"Le Platine Hôtel","286fbaea-1f90-a052-cb72-58934058a5f2","Lieu","Hébergement","Hôtellerie","Paris","75015","75056","Paris","Île-de-France","48.847385","2.2833314","http://www.platinehotel.fr/","Paris je t'aime - Office de Tourisme","2026-03-20T00:00:00.000Z","2026-03-20T15:49:18.171Z"
"Flor Rivoli","2a535011-416c-12c0-3594-501ba084dc34","Lieu","Hébergement","Hôtellerie","Paris","75001","75056","Paris","Île-de-France","48.85915","2.3452365","http://www.hotel-paris-florrivoli.com/","Paris je t'aime - Office de Tourisme","2026-03-20T00:00:00.000Z","2026-03-20T15:49:18.174Z"
"Adagio Paris 19e Cité de la Musique","323d002f-9aa0-0171-1b9d-574fe362914e","Lieu","Hébergement","Hébergement collectif","Paris","75019","75056","Paris","Île-de-France","48.88549","2.3969922","https://www.adagio-city.com/fr/hotel-B2R6-aparthoteladagio-paris-19eme/index.shtml","Paris je t'aime - Office de Tourisme","2026-03-20T00:00:00.000Z","2026-03-20T15:49:18.172Z"
"Hôtel Le Derby Alma","e5e6a43e-710d-8561-0dd9-501b9faa4d42","Lieu","Hébergement","Hôtellerie","Paris","75007","75056","Paris","Île-de-France","48.86048","2.3007874","http://www.hotelderbyalma.com/","Paris je t'aime - Office de Tourisme","2026-03-20T00:00:00.000Z","2026-03-20T15:49:18.173Z"
"Hôtel du Jeu de Paume","d2a6b965-799d-92d2-1419-501ba0f0fa9b","Lieu","Hébergement","Hôtellerie","Paris","75004","75056","Paris","Île-de-France","48.852043","2.356158","http://www.jeudepaumehotel.com/","Paris je t'aime - Office de Tourisme","2026-03-20T00:00:00.000Z","2026-03-20T15:49:18.178Z"
"Hôtel Cis Paris Kellermann","f195068a-897e-8500-1216-501b9fb0b932","Lieu","Hébergement","Hébergement collectif","Paris","75013","75056","Paris","Île-de-France","48.81969","2.3566933","http://www.cisp.fr/","Paris je t'aime - Office de Tourisme","2026-03-20T00:00:00.000Z","2026-03-20T15:49:18.178Z"
"Welcome Hotel Paris","1d0c4f58-b27c-95f3-c139-501ba09ed24f","Lieu","Hébergement","Hôtellerie","Paris","75006","75056","Paris","Île-de-France","48.85315","2.336808","http://www.hotelwelcomeparis.com/","Paris je t'aime - Office de Tourisme","2026-03-20T00:00:00.000Z","2026-03-20T15:49:18.177Z"
"Hôtel Joe M","14b7451a-549f-d888-b879-501b9f90a5c5","Lieu","Hébergement","Hôtellerie","Paris","75009","75056","Paris","Île-de-France","48.87338","2.3438141","https://www.hotel-joe-m.com/fr/","Paris je t'aime - Office de Tourisme","2026-03-20T00:00:00.000Z","2026-03-20T15:49:18.177Z"
"Novotel Paris Centre Tour Eiffel","d1aeb158-7365-680a-eb77-501b9fbd653d","Lieu","Hébergement","Hôtellerie","Paris","75015","75056","Paris","Île-de-France","48.849873","2.2832637","https://www.novotel-paris-toureiffel.com/fr/","Paris je t'aime - Office de Tourisme","2026-03-20T00:00:00.000Z","2026-03-20T15:49:18.178Z"
"Best Western Anjou Lafayette","bbaf5969-d309-224a-56cc-501b9fb33ef9","Lieu","Hébergement","Hôtellerie","Paris","75009","75056","Paris","Île-de-France","48.876183","2.346614","https://www.hotelanjoulafayette.com/","Paris je t'aime - Office de Tourisme","2026-03-20T00:00:00.000Z","2026-03-20T15:49:18.178Z"
"Dièse Hôtel Bastille","60340373-63ae-eb76-413d-501b9f65c106","Lieu","Hébergement","Hôtellerie","Paris","75011","75056","Paris","Île-de-France","48.855057","2.38656","https://diese-hotel-bastille.com/","Paris je t'aime - Office de Tourisme","2026-03-20T00:00:00.000Z","2026-03-20T15:49:18.176Z"
"Hôtel de Crillon, A Rosewood Hotel","103420bb-accc-8cca-afd1-501b9f4c9b19","Lieu","Hébergement","Hôtellerie","Paris","75008","75056","Paris","Île-de-France","48.867275","2.3210948","https://www.rosewoodhotels.com/fr/hotel-de-crillon","Paris je t'aime - Office de Tourisme","2026-03-20T00:00:00.000Z","2026-03-20T15:49:18.178Z"
"Hôtel Le Bristol Paris","26f429ec-da20-cd8f-36b9-501ba0196ee1","Lieu","Hébergement","Hôtellerie","Paris","75008","75056","Paris","Île-de-France","48.871685","2.3147995","https://www.oetkercollection.com/fr/hotels/le-bristol-paris/","Paris je t'aime - Office de Tourisme","2026-03-20T00:00:00.000Z","2026-03-20T15:49:18.174Z"
"La Réserve Paris – Hotel and Spa","a3511dd6-3722-8836-259c-54be71c0b5bc","Lieu","Hébergement","Hôtellerie","Paris","75008","75056","Paris","Île-de-France","48.869762","2.3132849","https://www.lareserve-paris.com/","Paris je t'aime - Office de Tourisme","2026-03-20T00:00:00.000Z","2026-03-20T15:49:18.174Z"
"Hyatt Regency Paris Etoile","d0087cf1-2a6d-e770-09e7-501b9fa5b77c","Lieu","Hébergement","Hôtellerie","Paris","75017","75056","Paris","Île-de-France","48.880463","2.2844977","https://www.hyatt.com/hyatt-regency/fr-FR/parhr-hyatt-regency-paris-etoile","Paris je t'aime - Office de Tourisme","2026-03-20T00:00:00.000Z","2026-03-20T15:49:18.174Z"
"Campanile Paris XIV- Maine Montparnasse","9c1cfe71-71a9-6f87-cf02-501b9f39d17a","Lieu","Hébergement","Hôtellerie","Paris","75014","75056","Paris","Île-de-France","48.834316","2.3239324","http://campanile-paris-14-maine-montparnasse.fr/","Paris je t'aime - Office de Tourisme","2026-03-20T00:00:00.000Z","2026-03-20T15:49:18.178Z"
"La dépendance - Machefert Group","9f569357-8d34-2695-2106-501b9f2c07dc","Lieu","Hébergement","Hôtellerie","Paris","75001","75056","Paris","Île-de-France","48.865335","2.336299","http://la-dependance-hotel.com/","Paris je t'aime - Office de Tourisme","2026-03-20T00:00:00.000Z","2026-03-20T15:49:18.177Z"
"Hôtel de Sèvres","c7b60fad-72b4-4c04-02cb-5579a49c4185","Lieu","Hébergement","Hôtellerie","Paris","75006","75056","Paris","Île-de-France","48.848293","2.3247232","http://www.hoteldesevres.com/","Paris je t'aime - Office de Tourisme","2026-03-20T00:00:00.000Z","2026-03-20T15:49:18.176Z"
"Hameau de Passy","80950580-385f-9c23-3300-501ba061f2ef","Lieu","Hébergement","Hôtellerie","Paris","75016","75056","Paris","Île-de-France","48.857826","2.279679","https://www.hameaudepassy.com/","Paris je t'aime - Office de Tourisme","2026-03-20T00:00:00.000Z","2026-03-20T15:49:18.171Z"
"Renaissance Paris Arc de Triomphe","3cab8ded-c849-4ade-2913-501b9ff20b41","Lieu","Hébergement","Hôtellerie","Paris","75017","75056","Paris","Île-de-France","48.877068","2.2971485","http://www.marriott.com/PARWG","Paris je t'aime - Office de Tourisme","2026-03-20T00:00:00.000Z","2026-03-20T15:49:18.175Z"
"Hôtel des Marronniers","6e7aad73-888c-d968-7e9f-501ba07dceb6","Lieu","Hébergement","Hôtellerie","Paris","75006","75056","Paris","Île-de-France","48.85519","2.334711","http://www.hoteldesmarronniers.com/","Paris je t'aime - Office de Tourisme","2026-03-20T00:00:00.000Z","2026-03-20T15:49:18.173Z"
"Citadines Saint Germain des Prés Paris","6c5c56a9-a37b-c2ef-a28f-501ba0109143","Lieu","Hébergement","Hébergement collectif","Paris","75006","75056","Paris","Île-de-France","48.855515","2.340859","https://www.discoverasr.com/fr/citadines/france/citadines-saint-germain-des-pres-paris","Paris je t'aime - Office de Tourisme","2026-03-20T00:00:00.000Z","2026-03-20T15:49:18.174Z"
"REDIRECT 301 - Villa Alessandra - Machefert Group","b3c33d29-a510-c49b-6b33-501b9f97aa32","Lieu","Hébergement","Hôtellerie","Paris","75017","75056","Paris","Île-de-France","48.8793458","2.2959663","https://www.villa-alessandra.com/","Paris je t'aime - Office de Tourisme","2026-03-20T00:00:00.000Z","2026-03-20T15:49:18.175Z"
"Le Royal Monceau Raffles Paris","913974ee-2371-7dff-1d02-501ba0eb5027","Lieu","Hébergement","Hôtellerie","Paris","75008","75056","Paris","Île-de-France","48.87576","2.300295","https://www.leroyalmonceau.com/","Paris je t'aime - Office de Tourisme","2026-03-20T00:00:00.000Z","2026-03-20T15:49:18.177Z"
"Hôtel Régence Étoile","8fe89398-3b03-7664-1c2e-501ba0157ef5","Lieu","Hébergement","Hôtellerie","Paris","75017","75056","Paris","Île-de-France","48.876537","2.292983","http://www.hotelregenceetoile.com/","Paris je t'aime - Office de Tourisme","2026-03-20T00:00:00.000Z","2026-03-20T15:49:18.171Z"
"Villa Montparnasse - Machefert Group","b887d495-35ab-a648-5038-501b9f8f1669","Lieu","Hébergement","Hôtellerie","Paris","75014","75056","Paris","Île-de-France","48.8349423","2.3296559","https://www.villa-montparnasse.com/","Paris je t'aime - Office de Tourisme","2026-03-20T00:00:00.000Z","2026-03-20T15:49:18.171Z"
"Camping de Paris","42a1ace0-71fa-88c3-cc8a-501b9f8cb70c","Lieu","Hébergement","Hôtellerie de plein air","Paris","75016","75056","Paris","Île-de-France","48.86848","2.2344768","https://www.campingparis.fr/?utm_medium=annuaire&utm_source=ParisJeTaime&utm_campaign=Paris","Paris je t'aime - Office de Tourisme","2026-03-20T00:00:00.000Z","2026-03-20T15:49:18.173Z"
"Sofitel Le Scribe Paris Opéra","c986fd7f-b751-2f58-a934-501b9fd4c4f5","Lieu","Hébergement","Hôtellerie","Paris","75009","75056","Paris","Île-de-France","48.870567","2.3297305","http://www.hotel-scribe.com/","Paris je t'aime - Office de Tourisme","2026-03-20T00:00:00.000Z","2026-03-20T15:49:18.173Z"
"Renaissance Paris Republique","550b190a-63a2-6222-4c9a-56e844efbb31","Lieu","Hébergement","Hôtellerie","Paris","75010","75056","Paris","Île-de-France","48.8685","2.36091","https://www.marriott.com/hotels/travel/parpr-renaissance-paris-republique-hotel/","Paris je t'aime - Office de Tourisme","2026-03-20T00:00:00.000Z","2026-03-20T15:49:18.175Z"
"Hôtel Londres et New York","c664e4c4-ff90-bb1e-9a5e-501ba0e0e488","Lieu","Hébergement","Hôtellerie","Paris","75008","75056","Paris","Île-de-France","48.87532","2.3263404","https://www.hotel-lny.com/","Paris je t'aime - Office de Tourisme","2026-03-20T00:00:00.000Z","2026-03-20T15:49:18.177Z"
"Eden Lodge Paris","53fd8a77-d555-5387-35aa-570f4ccc36a7","Lieu","Hébergement","Hébergement locatif","Paris","75011","75056","Paris","Île-de-France","48.856003","2.3918517","http://www.edenlodgeparis.net/","Paris je t'aime - Office de Tourisme","2026-03-20T00:00:00.000Z","2026-03-20T15:49:18.178Z"
"Hôtel Plaza Étoile - Emeraude Hotels","17ce32a4-063b-37b5-0476-501b9f9356ee","Lieu","Hébergement","Hôtellerie","Paris","75017","75056","Paris","Île-de-France","48.8761","2.2963643","https://hotel-plaza-paris.fr/fr/","Paris je t'aime - Office de Tourisme","2026-03-20T00:00:00.000Z","2026-03-20T15:49:18.177Z"
"Le Petit Oberkampf Hotel & Spa","2eace888-dd35-1fed-116f-501ba0f1e905","Lieu","Hébergement","Hôtellerie","Paris","75011","75056","Paris","Île-de-France","48.862846","2.36762","https://www.hotelpetitoberkampfparis.com/fr/","Paris je t'aime - Office de Tourisme","2026-03-20T00:00:00.000Z","2026-03-20T15:49:18.172Z"
"Hôtel Jardin Le Bréa","b8711e56-f7ec-33cb-2ff6-501ba09561f9","Lieu","Hébergement","Hôtellerie","Paris","75006","75056","Paris","Île-de-France","48.842884","2.3298116","http://www.hoteljardinlebrea.com/","Paris je t'aime - Office de Tourisme","2026-03-20T00:00:00.000Z","2026-03-20T15:49:18.171Z"
"L'Hôtel du Collectionneur","d4eb6530-f52e-4234-5d6f-501b9fde715c","Lieu","Hébergement","Hôtellerie","Paris","75008","75056","Paris","Île-de-France","48.877","2.3069744","https://hotelducollectionneur.com/","Paris je t'aime - Office de Tourisme","2026-03-20T00:00:00.000Z","2026-03-20T15:49:18.178Z"
"Hôtel Square Louvois","54a504a2-faf9-6ccc-1abd-57519f80a0a0","Lieu","Hébergement","Hôtellerie","Paris","75002","75056","Paris","Île-de-France","48.86842","2.3368976","http://www.hotel-louvois-paris.com/","Paris je t'aime - Office de Tourisme","2026-03-20T00:00:00.000Z","2026-03-20T15:49:18.172Z"
"Hôtel Hélios Opéra - Emeraude Hotels","16481cef-f39d-85c2-673d-501b9f1b4753","Lieu","Hébergement","Hôtellerie","Paris","75009","75056","Paris","Île-de-France","48.87519","2.332758","http://www.opera-hotel-paris.fr/","Paris je t'aime - Office de Tourisme","2026-03-20T00:00:00.000Z","2026-03-20T15:49:18.171Z"
"L'Hôtel Américain","c1ef52e7-1806-7892-840b-501ba0c7ddf5","Lieu","Hébergement","Hôtellerie","Paris","75003","75056","Paris","Île-de-France","48.864742","2.364935","https://hotelamericain.com/fr/","Paris je t'aime - Office de Tourisme","2026-03-20T00:00:00.000Z","2026-03-20T15:49:18.176Z"
"Citadines Place d'Italie Paris","70bfdc66-d08f-2c07-d5b8-501ba010961e","Lieu","Hébergement","Hébergement collectif","Paris","75013","75056","Paris","Île-de-France","48.83064","2.3549192","https://www.discoverasr.com/fr/citadines/france/citadines-place-ditalie-paris","Paris je t'aime - Office de Tourisme","2026-03-20T00:00:00.000Z","2026-03-20T15:49:18.174Z"
"Hôtel Costes","751f02ea-1ba5-bfd2-3708-501ba0df519b","Lieu","Hébergement","Hôtellerie","Paris","75001","75056","Paris","Île-de-France","48.86631","2.3280642","http://hotelcostes.com/","Paris je t'aime - Office de Tourisme","2026-03-20T00:00:00.000Z","2026-03-20T15:49:18.171Z"
"Paris Marriott Opera Ambassador","c8855628-49c9-221c-3dfd-501b9f6b0b2f","Lieu","Hébergement","Hôtellerie","Paris","75009","75056","Paris","Île-de-France","48.872723","2.336722","https://www.marriott.com/hotels/travel/paroa-paris-marriott-opera-ambassador-hotel/","Paris je t'aime - Office de Tourisme","2026-03-20T00:00:00.000Z","2026-03-20T15:49:18.171Z"
"Hôtel Duo","d44564f9-c0bf-6799-5908-501ba0732750","Lieu","Hébergement","Hôtellerie","Paris","75004","75056","Paris","Île-de-France","48.858112","2.3529277","http://www.duo-paris.com/","Paris je t'aime - Office de Tourisme","2026-03-20T00:00:00.000Z","2026-03-20T15:49:18.173Z"
"Kyriad Paris 10 - Canal Saint-Martin - République","3831b00a-2f3f-12ab-758d-501ba0520610","Lieu","Hébergement","Hôtellerie","Paris","75010","75056","Paris","Île-de-France","48.872826","2.3613331","http://www.kyriad-paris-canal-saint-martin-republique.fr/","Paris je t'aime - Office de Tourisme","2026-03-20T00:00:00.000Z","2026-03-20T15:49:18.176Z"
"Citadines Montmartre Paris","4ceefecb-a7e5-0086-508f-501ba02ebc74","Lieu","Hébergement","Hébergement collectif","Paris","75018","75056","Paris","Île-de-France","48.88517","2.3313322","https://www.discoverasr.com/fr/citadines/france/citadines-montmartre-paris/","Paris je t'aime - Office de Tourisme","2026-03-20T00:00:00.000Z","2026-03-20T15:49:18.175Z"
"Armoni Hôtel","ef6b9da6-93b7-2892-5d7c-501ba06af2d0","Lieu","Hébergement","Hôtellerie","Paris","75017","75056","Paris","Île-de-France","48.885105","2.2929592","http://www.hotelarmoniparis.com/fr/","Paris je t'aime - Office de Tourisme","2026-03-20T00:00:00.000Z","2026-03-20T15:49:18.179Z"
"Splendid Étoile","112e56f4-ac62-ee66-cf26-501b9f93ca6c","Lieu","Hébergement","Hôtellerie","Paris","75017","75056","Paris","Île-de-France","48.874996","2.2935445","http://www.hsplendid.com/","Paris je t'aime - Office de Tourisme","2026-03-20T00:00:00.000Z","2026-03-20T15:49:18.177Z"
"Hôtel Raphael Champs-Elysées","5d281415-8130-f6b2-06b2-501ba040df1d","Lieu","Hébergement","Hôtellerie","Paris","75116","75056","Paris","Île-de-France","48.87135","2.2935605","https://www.raphael-hotel.com/","Paris je t'aime - Office de Tourisme","2026-03-20T00:00:00.000Z","2026-03-20T15:49:18.172Z"
"Terrass’’ Hotel","17162ebd-5e6e-d2f1-7c49-501b9f3c23bd","Lieu","Hébergement","Hôtellerie","Paris","75018","75056","Paris","Île-de-France","48.8866","2.3329115","https://www.terrass-hotel.com/","Paris je t'aime - Office de Tourisme","2026-03-20T00:00:00.000Z","2026-03-20T15:49:18.174Z"
"Hôtel Lutetia","eb527478-dfdc-8345-8680-501b9fd57e81","Lieu","Hébergement","Hôtellerie","Paris","75006","75056","Paris","Île-de-France","48.850822","2.3272755","https://www.hotellutetia.com/","Paris je t'aime - Office de Tourisme","2026-03-20T00:00:00.000Z","2026-03-20T15:49:18.175Z"
"Timhotel Paris Gare de l'Est","b2658627-61fd-4436-90ef-501ba0ccf28e","Lieu","Hébergement","Hôtellerie","Paris","75010","75056","Paris","Île-de-France","48.874863","2.3601644","https://www.timhotel.com/fr/timhotel-paris-gare-de-l-est_30","Paris je t'aime - Office de Tourisme","2026-03-20T00:00:00.000Z","2026-03-20T15:49:18.173Z"
"Hôtel de Banville - Emeraude Hotels","9bbcda2c-b3c6-e6ee-a552-501ba056257f","Lieu","Hébergement","Hôtellerie","Paris","75017","75056","Paris","Île-de-France","48.886425","2.2949753","https://www.hotelbanville.fr/fr/","Paris je t'aime - Office de Tourisme","2026-03-20T00:00:00.000Z","2026-03-20T15:49:18.177Z"
"Zazie Hôtel","a3486aed-8fe9-962b-88e7-501ba088c79e","Lieu","Hébergement","Hôtellerie","Paris","75012","75056","Paris","Île-de-France","48.84534","2.383296","https://www.zaziehotel.paris/","Paris je t'aime - Office de Tourisme","2026-03-20T00:00:00.000Z","2026-03-20T15:49:18.172Z"
"Maison Astor Paris, Curio Collection by Hilton","81fa8a03-c13c-e3a8-dc14-501b9fb7f658","Lieu","Hébergement","Hôtellerie","Paris","75008","75056","Paris","Île-de-France","48.872852","2.3193877","https://www.maisonastorparis.com/","Paris je t'aime - Office de Tourisme","2026-03-20T00:00:00.000Z","2026-03-20T15:49:18.175Z"
"Le Petit Beaumarchais Hotel & Spa","441935da-b499-e2f9-324b-501ba0d6c11b","Lieu","Hébergement","Hôtellerie","Paris","75011","75056","Paris","Île-de-France","48.854748","2.3691442","http://www.hotelpetitbeaumarchaisparis.com/","Paris je t'aime - Office de Tourisme","2026-03-20T00:00:00.000Z","2026-03-20T15:49:18.178Z"
"Hôtel Le Belmont","603b6887-175b-fab7-ddbe-501ba00aacac","Lieu","Hébergement","Hôtellerie","Paris","75116","75056","Paris","Île-de-France","48.86925","2.2977962","http://www.belmont-paris-hotel.com/","Paris je t'aime - Office de Tourisme","2026-03-20T00:00:00.000Z","2026-03-20T15:49:18.172Z"
"Hôtel de Buci","85ea9d7e-e7b2-1c94-bf38-501ba0546451","Lieu","Hébergement","Hôtellerie","Paris","75006","75056","Paris","Île-de-France","48.85384","2.3366685","https://www.buci-hotel.com/","Paris je t'aime - Office de Tourisme","2026-03-20T00:00:00.000Z","2026-03-20T15:49:18.179Z"
"Hôtel Vic Eiffel","a75bd15b-ff7c-6aa3-c520-501ba04f7ddd","Lieu","Hébergement","Hôtellerie","Paris","75015","75056","Paris","Île-de-France","48.845238","2.309923","http://www.hotelviceiffel.com/","Paris je t'aime - Office de Tourisme","2026-03-20T00:00:00.000Z","2026-03-20T15:49:18.171Z"
"Hôtel Sofitel Paris Arc de Triomphe","11ed0903-a2d4-0af8-7b43-501b9f824584","Lieu","Hébergement","Hôtellerie","Paris","75008","75056","Paris","Île-de-France","48.875042","2.301293","https://www.accorhotels.com/fr/hotel-1296-sofitel-paris-arc-de-triomphe/index.shtml","Paris je t'aime - Office de Tourisme","2026-03-20T00:00:00.000Z","2026-03-20T15:49:18.175Z"
"Mercure Paris Gare Montparnasse","ac3c6481-6694-0675-459b-501b9f83e420","Lieu","Hébergement","Hôtellerie","Paris","75014","75056","Paris","Île-de-France","48.838005","2.318538","http://www.mercure.com/fr/hotel-0905-mercure-paris-gare-montparnasse/index.shtml","Paris je t'aime - Office de Tourisme","2026-03-20T00:00:00.000Z","2026-03-20T15:49:18.176Z"
"Hôtel & Spa La Belle Juliette","7f8ee1e3-995f-61b1-ba4d-501ba02811c2","Lieu","Hébergement","Hôtellerie","Paris","75006","75056","Paris","Île-de-France","48.847523","2.322534","http://www.hotel-belle-juliette-paris.com/fr/","Paris je t'aime - Office de Tourisme","2026-03-20T00:00:00.000Z","2026-03-20T15:49:18.172Z"
"Ariane Montparnasse","aff966b0-bc0f-0c13-c28e-501ba05afd6c","Lieu","Hébergement","Hôtellerie","Paris","75014","75056","Paris","Île-de-France","48.832115","2.3218005","https://www.hotel-ariane.fr/","Paris je t'aime - Office de Tourisme","2026-03-20T00:00:00.000Z","2026-03-20T15:49:18.174Z"
"Golden Tulip Opéra de Noailles","b18904ec-d264-7356-e94a-501b9f081b84","Lieu","Hébergement","Hôtellerie","Paris","75002","75056","Paris","Île-de-France","48.86959","2.3346345","http://www.goldentulipoperadenoailles.com/","Paris je t'aime - Office de Tourisme","2026-03-20T00:00:00.000Z","2026-03-20T15:49:18.176Z"
"Four Seasons Hotel George V","bcc44bbe-f029-b488-f971-501b9fdfc541","Lieu","Hébergement","Hôtellerie","Paris","75008","75056","Paris","Île-de-France","48.868744","2.300839","https://www.fourseasons.com/fr/paris/","Paris je t'aime - Office de Tourisme","2026-03-20T00:00:00.000Z","2026-03-20T15:49:18.175Z"
"La Villa Modigliani","a99774e1-7c66-e87c-2923-501ba07ca985","Lieu","Hébergement","Hôtellerie","Paris","75014","75056","Paris","Île-de-France","48.84158","2.327947","http://www.villa-modigliani.fr/","Paris je t'aime - Office de Tourisme","2026-03-20T00:00:00.000Z","2026-03-20T15:49:18.172Z"
"Laz Hôtel & Spa Urbain","c8f5a811-11a0-71b3-6e8b-58f88224b018","Lieu","Hébergement","Hôtellerie","Paris","75009","75056","Paris","Île-de-France","48.878704","2.3277528","https://www.lazhotelparis.com/","Paris je t'aime - Office de Tourisme","2026-03-20T00:00:00.000Z","2026-03-20T15:49:18.171Z"
"Hôtel Marais HÔme","2d2a69b3-ff20-2d23-1505-501ba031b086","Lieu","Hébergement","Hôtellerie","Paris","75011","75056","Paris","Île-de-France","48.865475","2.3656979","http://www.hotel-marais-home.fr/","Paris je t'aime - Office de Tourisme","2026-03-20T00:00:00.000Z","2026-03-20T15:49:18.176Z"
"Citadines Bastille Gare de Lyon Paris","6bce9306-b74e-4d4f-ba77-501ba0bf601f","Lieu","Hébergement","Hébergement collectif","Paris","75012","75056","Paris","Île-de-France","48.84632","2.3838778","https://www.discoverasr.com/fr/citadines/france/citadines-bastille-gare-de-lyon-paris/","Paris je t'aime - Office de Tourisme","2026-03-20T00:00:00.000Z","2026-03-20T15:49:18.179Z"
"Hôtel des Saints Pères","f315b49e-e12e-6363-3a6d-501b9f02b6a7","Lieu","Hébergement","Hôtellerie","Paris","75006","75056","Paris","Île-de-France","48.85338","2.3299642","https://www.esprit-de-france.com/fr/hotels/hotel-des-saints-peres","Paris je t'aime - Office de Tourisme","2026-03-20T00:00:00.000Z","2026-03-20T15:49:18.173Z"
"Hôtel Andréa","845ab68a-02b5-39d5-45e0-501ba04ac0e7","Lieu","Hébergement","Hôtellerie","Paris","75004","75056","Paris","Île-de-France","48.858204","2.3502934","http://hotelandrea.paris/fr/","Paris je t'aime - Office de Tourisme","2026-03-20T00:00:00.000Z","2026-03-20T15:49:18.175Z"
"Novotel Paris Vaugirard Montparnasse","6ec94aa0-2183-bb3e-5862-501b9f757f78","Lieu","Hébergement","Hôtellerie","Paris","75015","75056","Paris","Île-de-France","48.84","2.3033793","https://all.accor.com/hotel/1978/index.fr.shtml","Paris je t'aime - Office de Tourisme","2026-03-20T00:00:00.000Z","2026-03-20T15:49:18.175Z"
"Europe Hotel Paris Eiffel","585cbcad-a48c-dbd8-2e82-501ba003495a","Lieu","Hébergement","Hôtellerie","Paris","75015","75056","Paris","Île-de-France","48.849586","2.2969983","http://www.europehotelparis.com/","Paris je t'aime - Office de Tourisme","2026-03-20T00:00:00.000Z","2026-03-20T15:49:18.172Z"
"La Clef Tour Eiffel Paris by The Crest Collection","3243f3b8-0b14-0da2-2a0e-501ba0605ad9","Lieu","Hébergement","Hébergement collectif","Paris","75116","75056","Paris","Île-de-France","48.864582","2.2887383","https://www.discoverasr.com/fr/the-crest-collection/france/la-clef-tour-eiffel-paris","Paris je t'aime - Office de Tourisme","2026-03-20T00:00:00.000Z","2026-03-20T15:49:18.172Z"
"Garden Élysée","9a4f0c7d-7b9e-bed1-143b-501ba092ccf2","Lieu","Hébergement","Hôtellerie","Paris","75016","75056","Paris","Île-de-France","48.86627","2.2881622","http://www.paris-hotel-gardenelysee.com/","Paris je t'aime - Office de Tourisme","2026-03-20T00:00:00.000Z","2026-03-20T15:49:18.172Z"
